,player_name,0304_salary_adjusted,0405_salary_adjusted,0506_salary_adjusted,0607_salary_adjusted,0708_salary_adjusted,0809_salary_adjusted,0910_salary_adjusted,1011_salary_adjusted,1112_salary_adjusted,1213_salary_adjusted,1314_salary_adjusted,1415_salary_adjusted,1516_salary_adjusted,1617_salary_adjusted,1718_salary_adjusted,1819_salary_adjusted,1920_salary_adjusted,2021_salary_adjusted,2122_salary_adjusted,2223_salary_adjusted,2324_salary,2425_salary_predicted,2526_salary_predicted,2627_salary_predicted,CONTRACT_START,CONTRACT_END,AVG_SALARY,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
88,Danny Green,0,0,0,0,0,0,628617,127996,1121578,4519337,4774522,5003930,12416756,12294144,12096548,11758886,16929054,17661459,10905975,11710528,0,0,0,0,2015,2018,10000000,28,81,55,26,2311,946,322,738,43,191,457,41,111,127,87,54,289,343,158,93,101,87,163,430
89,Danny Green,0,0,0,0,0,0,628617,127996,1121578,4519337,4774522,5003930,12416756,12294144,12096548,11758886,16929054,17661459,10905975,11710528,0,0,0,0,2012,2014,3762500,25,66,50,16,1522,603,211,477,44,102,234,43,79,100,79,54,174,228,86,67,58,46,107,244
90,Garrett Temple,0,0,0,0,0,0,247749,231612,0,739806,1162507,1219695,1366590,9835315,9677238,9407109,5514554,5479173,5354834,5155500,3196448,0,0,0,2016,2018,8000000,30,80,40,40,1951,582,201,505,39,89,258,34,91,125,72,36,176,212,140,64,69,18,195,-38
91,Garrett Temple,0,0,0,0,0,0,247749,231612,0,739806,1162507,1219695,1366590,9835315,9677238,9407109,5514554,5479173,5354834,5155500,3196448,0,0,0,2014,2015,1040843,28,75,40,35,638,138,51,141,36,6,29,20,30,43,69,21,47,68,72,42,35,11,72,-86
92,John Wall,0,0,0,0,0,0,0,6993355,7259476,7638816,9466465,17033565,18288447,19371191,21851023,22541549,44189315,47418265,48325294,47345760,0,0,0,0,2014,2018,16284036,23,82,44,38,2980,1583,579,1337,43,108,308,35,317,394,80,38,295,333,721,295,149,40,219,196
93,Derrick Favors,0,0,0,0,0,0,0,5618958,5832911,6137673,7624143,16099602,14900108,13585029,14515858,19872517,20417849,10641113,10601590,10350803,0,0,0,0,2014,2017,12000000,22,73,25,48,2201,970,390,747,52,0,1,0,190,284,66,199,438,637,91,129,75,108,236,-338
94,Derrick Favors,0,0,0,0,0,0,0,5618958,5832911,6137673,7624143,16099602,14900108,13585029,14515858,19872517,20417849,10641113,10601590,10350803,0,0,0,0,2018,2019,17275000,26,77,46,31,2153,944,395,702,56,14,63,22,140,215,65,198,354,552,102,88,54,82,164,143
95,DeMarcus Cousins,0,0,0,0,0,0,0,4587630,4762200,5011041,6239521,17033565,18288447,19371191,21851023,6275717,4048865,3507765,2223664,0,0,0,0,0,2014,2017,15562595,23,71,28,43,2298,1614,591,1191,49,0,7,0,432,595,72,218,613,831,207,251,109,91,270,-17
96,Al-Farouq Aminu,0,0,0,0,0,0,0,3484687,3617293,3806315,4695211,1219695,9986667,9443088,8853506,8180780,10709827,11173169,11272002,0,0,0,0,0,2015,2018,7500000,24,74,45,29,1366,412,147,357,41,34,124,27,84,118,71,114,228,342,59,55,70,62,137,105
97,Gordon Hayward,0,0,0,0,0,0,0,3203282,3325080,3498896,4380737,18332411,19133688,19760549,35960497,36704534,37828768,32757803,32636132,30075000,31500000,0,0,0,2014,2017,18989152,24,77,23,54,2800,1248,426,1032,41,85,280,30,311,381,81,62,329,391,400,212,110,40,155,-395
98,Gordon Hayward,0,0,0,0,0,0,0,3203282,3325080,3498896,4380737,18332411,19133688,19760549,35960497,36704534,37828768,32757803,32636132,30075000,31500000,0,0,0,2017,2020,31214295,27,73,46,27,2516,1601,545,1156,47,149,374,39,362,429,84,49,345,394,252,140,73,20,117,347
99,Paul George,0,0,0,0,0,0,0,3042922,3158732,3323804,4164783,19642757,20984318,22252400,23346338,35935979,38181442,40746583,42909529,42492492,45640084,48787676,0,0,2014,2018,20132140,24,80,54,26,2898,1737,577,1362,42,182,500,36,401,464,86,64,478,542,283,224,151,22,198,371
100,Ed Davis,0,0,0,0,0,0,0,2608988,2708204,2849816,4002173,1219695,8667892,8196096,7684369,5231528,5514554,5753132,2881021,0,0,0,0,0,2015,2017,6666666,26,79,20,59,1840,656,282,469,60,0,0,0,92,189,48,230,370,600,94,58,49,98,202,-265
101,Patrick Patterson,0,0,0,0,0,0,0,2478645,2572889,2707418,3940552,7249577,7783661,7437957,6280527,6410474,2697230,4384684,803843,0,0,0,0,0,2014,2016,6050000,25,65,37,28,1532,555,225,489,46,55,151,36,50,71,70,117,225,342,78,65,55,37,159,168
102,Patrick Patterson,0,0,0,0,0,0,0,2478645,2572889,2707418,3940552,7249577,7783661,7437957,6280527,6410474,2697230,4384684,803843,0,0,0,0,0,2017,2019,4325064,28,65,42,23,1599,445,154,384,40,94,253,37,43,60,71,62,231,293,76,38,40,23,120,347
103,Eric Bledsoe,0,0,0,0,0,0,0,2018772,2095582,2205075,3332931,16161762,16762621,17211801,17539995,17638329,18075291,19396067,19767081,1300000,1300000,1300000,0,0,2014,2018,14000000,24,43,28,15,1416,763,265,556,47,50,140,35,183,237,77,27,175,202,235,143,69,14,99,136
104,Avery Bradley,0,0,0,0,0,0,0,1927907,2001223,2105752,3186947,8939954,9598571,10166842,10655836,14110663,5514554,6476849,2881021,0,0,0,0,0,2014,2017,8000000,23,60,19,41,1855,891,361,825,43,79,200,39,90,112,80,48,178,226,85,96,63,11,145,-127
105,Avery Bradley,0,0,0,0,0,0,0,1927907,2001223,2105752,3186947,8939954,9598571,10166842,10655836,14110663,5514554,6476849,2881021,0,0,0,0,0,2019,2020,4767000,28,63,31,32,1905,625,248,608,40,86,245,35,43,50,86,43,132,175,152,89,41,16,167,-82
106,Avery Bradley,0,0,0,0,0,0,0,1927907,2001223,2105752,3186947,8939954,9598571,10166842,10655836,14110663,5514554,6476849,2881021,0,0,0,0,0,2018,2019,8383500,27,46,22,24,1433,656,259,625,41,75,203,36,63,82,76,22,94,116,94,101,51,8,92,-122
107,Quincy Pondexter,0,0,0,0,0,0,0,1459063,1514622,1593802,2824078,3911231,4199375,4447994,4661926,2546364,0,0,0,0,0,0,0,0,2014,2017,3500000,26,15,7,8,270,94,31,79,39,11,34,32,21,26,80,10,16,26,20,15,5,1,18,-106
108,Hassan Whiteside,0,0,0,0,0,0,0,992987,1000552,0,0,963726,1218515,27190650,28760155,28731970,31341708,2666650,2619110,0,0,0,0,0,2016,2019,24354884,27,73,42,31,2125,1040,413,682,60,0,0,0,214,329,65,238,627,865,29,137,44,269,201,86
109,Patrick Beverley,0,0,0,0,0,0,0,643837,0,384908,1001059,1137841,8054111,7376486,6669448,5911225,14281712,15325287,15618433,13801614,3196448,0,0,0,2015,2018,5756757,26,56,35,21,1727,568,204,532,38,115,323,35,45,60,75,67,170,237,192,83,59,23,182,71
110,Kyrie Irving,0,0,0,0,0,0,0,0,6753026,7140656,7507110,9274270,20372793,21684488,22824524,23634407,36719737,38760929,38529394,38917057,37037037,40000000,42962963,0,2015,2019,20951075,23,75,52,23,2730,1628,578,1235,46,157,378,41,315,365,86,55,182,237,389,186,114,20,146,422
111,Enes Kanter,0,0,0,0,0,0,0,0,5425861,5737440,6031849,7469352,20372793,21079340,21633679,22653027,5514554,5753132,2881021,0,0,0,0,0,2015,2018,17675529,23,75,32,43,2136,1163,482,928,51,16,45,35,183,234,78,277,394,671,55,145,36,29,189,-34
112,Tristan Thompson,0,0,0,0,0,0,0,0,4892002,5172807,5438273,6739744,17706295,18847457,19838339,20542262,21446411,10641113,10847749,16700,0,0,0,0,2015,2019,16399826,24,82,53,29,2194,693,267,488,54,0,0,0,159,248,64,274,383,657,39,83,34,61,189,218
113,Ricky Rubio,0,0,0,0,0,0,0,0,4568441,4830680,5078594,6303940,15769281,16474152,17056133,17403151,18740462,19539742,19412636,5853659,6146342,6439025,0,0,2015,2018,13750000,24,22,7,15,692,226,78,219,35,13,51,25,57,71,80,19,106,125,193,64,38,1,59,-12
114,Bismack Biyombo,0,0,0,0,0,0,0,0,3673058,3883944,4083159,5080329,3494075,20900044,20564132,19990106,19665917,4022888,1655759,2905851,0,0,0,0,2015,2016,9907000,22,64,26,38,1243,304,101,186,54,0,0,0,102,175,58,159,248,407,16,52,18,99,140,-31
115,Bismack Biyombo,0,0,0,0,0,0,0,0,3673058,3883944,4083159,5080329,3494075,20900044,20564132,19990106,19665917,4022888,1655759,2905851,0,0,0,0,2016,2019,17000000,23,82,56,26,1808,454,156,288,54,0,1,0,142,226,62,182,473,655,29,71,19,133,225,84
116,Kemba Walker,0,0,0,0,0,0,0,0,3093201,3270657,3438569,4291797,14900108,14752972,14515858,14110663,37876556,39515221,38135407,37281261,0,0,0,0,2015,2018,12000000,25,62,21,41,2119,1075,378,981,38,85,280,30,234,283,82,35,185,220,318,100,89,31,92,-188
117,Klay Thompson,0,0,0,0,0,0,0,0,2791536,2869340,4118019,3823972,19247214,20486439,21563488,22328625,37876556,40644227,41421681,40600080,43219440,0,0,0,2015,2018,17244862,25,77,64,13,2455,1668,602,1299,46,239,545,43,225,256,87,27,220,247,222,149,87,60,122,776
118,Alec Burks,0,0,0,0,0,0,0,0,2651967,2804106,2948085,3979981,11440158,12176728,13119318,13565656,2683870,6896379,10399938,10012800,10489600,0,0,0,2015,2018,10375000,23,27,9,18,899,374,121,300,40,26,68,38,106,129,82,19,95,114,82,52,17,5,64,-129
119,Markieff Morris,0,0,0,0,0,0,0,0,2519330,2663878,2800681,3920918,9933405,9097666,9677238,10786771,2614279,2679925,2881021,2905851,0,0,0,0,2015,2018,8143323,25,82,39,43,2581,1258,512,1100,46,57,179,31,177,232,76,110,396,506,192,170,101,39,245,105
120,Kawhi Leonard,0,0,0,0,0,0,0,0,2273587,2404184,2527495,3795985,20372793,21684488,22824523,27179567,37876556,39515221,42909452,42492492,45640084,48787676,0,0,2015,2019,21754050,24,64,46,18,2033,1057,394,822,47,67,192,34,202,252,80,85,376,461,161,97,148,48,128,440
121,Nikola Vucevic,0,0,0,0,0,0,0,0,2159958,2283943,2401258,3608743,13968851,14445619,14818271,14992580,32390922,29884312,26174341,22000000,18518519,20000000,21481481,0,2015,2018,12000000,24,74,21,53,2529,1428,631,1206,52,2,6,33,164,218,75,238,572,810,147,148,54,54,220,-302
122,Tobias Harris,0,0,0,0,0,0,0,0,1861654,1968468,2069446,3122243,19866810,21145927,19354477,17403151,37876556,39491945,39257095,37633050,39270150,0,0,0,2015,2018,16000000,22,68,20,48,2369,1164,442,949,46,87,239,36,193,245,78,73,357,430,124,115,69,36,134,-294
123,Kenneth Faried,0,0,0,0,0,0,0,0,1647102,1741623,1830980,2950810,13951412,14849668,15630371,16747925,0,0,0,0,0,0,0,0,2015,2018,12619684,25,75,30,45,2086,946,373,736,50,1,8,12,199,288,69,242,426,668,89,118,62,57,211,-38
124,Reggie Jackson,0,0,0,0,0,0,0,0,1517930,1605113,1687382,2891314,17275488,18387763,19354477,20041231,593125,2679925,11325310,11457217,5000000,5250000,0,0,2015,2019,12485153,25,77,37,40,2268,1117,432,996,43,72,241,29,181,218,83,56,271,327,462,186,62,9,167,113
125,Cory Joseph,0,0,0,0,0,0,0,0,1350006,1427542,1500691,2653752,8691729,8993166,9229666,9342435,13881823,14482397,7972268,5155500,3196448,0,0,0,2015,2018,7472500,23,79,53,26,1444,535,207,411,50,16,44,36,105,143,73,44,148,192,188,67,46,17,105,173
126,Jimmy Butler,0,0,0,0,0,0,0,0,1340240,1417160,1489879,2634633,20372793,21578938,22616817,23331543,37876556,39515221,39279180,37653300,45183960,48798677,52413394,0,2015,2019,21048050,25,65,40,25,2513,1301,421,912,46,73,193,37,386,463,83,114,265,379,212,93,114,36,108,238
127,E'Twaun Moore,0,0,0,0,0,0,0,0,621711,984176,1122146,1178768,1260823,10820522,10215564,10358032,10023750,2679925,2881021,0,0,0,0,0,2012,2013,823244,23,38,24,14,331,110,43,113,38,17,45,37,7,7,100,4,29,33,34,21,11,3,33,31
128,E'Twaun Moore,0,0,0,0,0,0,0,0,621711,984176,1122146,1178768,1260823,10820522,10215564,10358032,10023750,2679925,2881021,0,0,0,0,0,2016,2019,8680000,27,59,29,30,1263,443,187,389,48,47,104,45,22,35,62,19,114,133,99,53,37,18,103,-37
129,E'Twaun Moore,0,0,0,0,0,0,0,0,621711,984176,1122146,1178768,1260823,10820522,10215564,10358032,10023750,2679925,2881021,0,0,0,0,0,2014,2015,981792,25,79,22,57,1506,499,195,456,42,57,161,35,52,68,76,29,107,136,112,55,60,13,106,-147
130,Anthony Davis,0,0,0,0,0,0,0,0,0,6642496,6821711,6970990,8779553,27190650,28760155,29907860,31341709,37633544,38565013,37980720,40600080,43219440,57604894,62213285,2016,2020,24604884,23,61,24,37,2164,1481,560,1136,49,35,108,32,326,430,75,130,497,627,116,121,78,125,148,-200
131,Jonas Valanciunas,0,0,0,0,0,0,0,0,0,4357467,4474968,4572983,5786807,17681466,18702080,19448405,18509098,17240949,15268366,14700000,15435000,0,0,0,2016,2019,15595506,24,60,40,20,1557,768,303,536,56,0,0,0,162,213,76,184,363,547,42,85,25,80,158,147
132,Harrison Barnes,0,0,0,0,0,0,0,0,0,3612939,3710384,3791698,4809504,27190650,27957547,28347450,27934540,25534890,22121780,18352273,17000000,18000000,19000000,0,2016,2019,23370934,24,66,59,7,2042,774,295,633,46,82,214,38,102,134,76,77,248,325,117,57,41,10,136,451
133,Terrence Ross,0,0,0,0,0,0,0,0,0,3309859,3399130,3473486,4412812,12294144,12701375,12346830,14460233,15516854,13632469,11500000,0,0,0,0,2016,2018,10333333,25,73,53,20,1747,720,270,626,43,131,339,38,49,62,79,21,164,185,56,46,54,25,120,243
134,Austin Rivers,0,0,0,0,0,0,0,0,0,2890258,2968185,3033239,3862599,13523558,14304168,15469195,2515282,4516035,2619110,2905851,0,0,0,0,2015,2016,7055398,22,76,46,30,1563,530,203,496,40,39,131,29,85,126,67,27,125,152,155,65,48,14,146,-128
135,Austin Rivers,0,0,0,0,0,0,0,0,0,2890258,2968185,3033239,3862599,13523558,14304168,15469195,2515282,4516035,2619110,2905851,0,0,0,0,2019,2020,2174310,26,76,45,31,2028,618,232,572,40,104,327,31,50,95,52,25,137,162,167,68,47,23,207,104
136,Austin Rivers,0,0,0,0,0,0,0,0,0,2890258,2968185,3033239,3862599,13523558,14304168,15469195,2515282,4516035,2619110,2905851,0,0,0,0,2016,2018,11993441,23,67,42,25,1464,593,226,516,43,62,185,33,79,116,68,22,108,130,99,61,48,9,137,-162
137,Meyers Leonard,0,0,0,0,0,0,0,0,0,2745846,2819867,2881667,3819244,11327189,11981020,12459135,13056451,10804328,0,713558,0,0,0,0,2016,2019,10250000,24,61,33,28,1333,511,195,435,44,86,228,37,35,46,76,51,263,314,92,77,8,18,183,100
138,Jeremy Lamb,0,0,0,0,0,0,0,0,0,2608561,2679011,2737553,3767686,8605900,8467583,8231220,12146595,12068664,11451274,0,0,0,0,0,2016,2018,7000000,24,66,40,26,1227,580,230,510,45,56,181,30,64,88,72,44,208,252,77,50,42,30,105,152
139,Draymond Green,0,0,0,0,0,0,0,0,0,1097553,1110988,1137841,17707375,18847457,19838339,20542262,21446411,25570575,26203473,25806468,22321429,24107143,25892857,27678571,2015,2019,16400000,25,79,64,15,2490,921,339,765,44,111,329,33,132,200,66,114,533,647,291,133,123,99,253,839
140,Kyle O'Quinn,0,0,0,0,0,0,0,0,0,1018622,1001059,1137841,4656283,4817767,4944464,5231528,2515291,0,0,0,0,0,0,0,2015,2018,4051312,25,51,15,36,824,294,119,242,49,12,43,27,44,57,77,46,153,199,59,55,31,39,110,-123
141,Jae Crowder,0,0,0,0,0,0,0,0,0,775377,1001059,1137841,8438573,7728600,8220955,8590836,9041154,10641113,10601590,10183800,3196448,0,0,0,2015,2019,7000000,24,82,47,35,1647,628,229,545,42,61,208,29,109,141,77,72,221,293,94,49,72,25,137,73
142,Will Barton,0,0,0,0,0,0,0,0,0,710181,1001059,1137841,4387253,4343930,4274113,13911183,14780424,15773415,17040587,15059712,0,0,0,0,2015,2017,3533333,24,58,30,28,984,397,150,353,42,23,85,27,74,94,78,26,136,162,81,61,48,19,70,-29
143,Kent Bazemore,0,0,0,0,0,0,0,0,0,611536,967207,2486425,2483351,19339102,20455398,21271693,22291505,2666650,2619110,0,0,0,0,0,2016,2019,17500000,26,75,44,31,2083,872,320,725,44,109,305,35,123,151,81,28,351,379,171,138,98,38,176,76
144,Kent Bazemore,0,0,0,0,0,0,0,0,0,611536,967207,2486425,2483351,19339102,20455398,21271693,22291505,2666650,2619110,0,0,0,0,0,2014,2015,2000000,24,67,35,32,911,403,147,343,42,43,128,33,66,109,60,10,107,117,91,79,43,13,102,-251
145,Khris Middleton,0,0,0,0,0,0,0,0,0,611536,1001059,1137841,18252632,18687098,17056133,15286552,35402639,37989539,38716214,37984276,29320988,31666667,34012345,0,2015,2019,17520689,23,79,40,39,2378,1055,406,869,46,109,268,40,134,156,85,48,299,347,182,113,122,11,183,320
146,Mike Scott,0,0,0,0,0,0,0,0,0,611536,1001059,4144041,4138918,4098047,2067950,5080426,5514554,5753132,0,0,0,0,0,0,2014,2016,3333333,25,80,36,44,1482,767,301,628,47,62,200,31,103,132,78,62,222,284,75,79,30,7,121,-192
147,Aron Baynes,0,0,0,0,0,0,0,0,0,309365,1001059,2610746,8070891,7991193,5201515,6107095,6308456,8045776,0,0,0,0,0,0,2018,2019,5323440,31,81,54,27,1484,482,210,446,47,3,21,14,59,78,75,130,304,434,93,80,22,51,200,185
148,Aron Baynes,0,0,0,0,0,0,0,0,0,309365,1001059,2610746,8070891,7991193,5201515,6107095,6308456,8045776,0,0,0,0,0,0,2015,2017,5766666,28,70,49,21,1122,461,185,327,56,1,4,25,90,104,86,109,209,318,35,65,16,22,162,136
149,Justin Holiday,0,0,0,0,0,0,0,0,0,98418,0,1015060,1176209,1248711,5443446,5291498,5514554,6575008,6550587,5987975,3196448,0,0,0,2015,2016,981486,26,59,49,10,657,254,91,235,38,35,109,32,37,45,82,12,61,73,48,29,40,12,54,-13
150,Justin Holiday,0,0,0,0,0,0,0,0,0,98418,0,1015060,1176209,1248711,5443446,5291498,5514554,6575008,6550587,5987975,3196448,0,0,0,2017,2018,4500000,28,82,31,51,1639,629,233,538,43,97,273,35,66,80,82,27,198,225,102,66,65,31,109,-41
151,Nerlens Noel,0,0,0,0,0,0,0,0,0,0,4025598,4121398,4293466,5390355,5065549,2066540,2178135,5746983,9597258,9391069,3196448,0,0,0,2018,2019,1820148,24,30,6,24,472,131,55,105,52,0,1,0,21,28,75,48,120,168,20,26,31,22,59,-119
152,Ben McLemore,0,0,0,0,0,0,0,0,0,0,3674904,3762309,3919473,4928577,6290205,6420351,2346715,3325927,2606136,0,0,0,0,0,2017,2018,5330000,24,61,27,34,1176,495,180,419,43,65,170,38,70,93,75,19,110,129,51,62,29,6,108,-135
153,Kentavious Caldwell-Pope,0,0,0,0,0,0,0,0,0,0,3366695,3446781,3590628,4522178,21466406,14110663,9415673,13876688,14220151,14004703,14704938,15440185,0,0,2019,2020,8139282,26,82,37,45,2035,938,325,756,43,151,435,34,137,158,86,48,190,238,110,65,73,13,137,-156
154,Trey Burke,0,0,0,0,0,0,0,0,0,0,3094728,3168401,3300671,4163531,948562,2110737,265165,3448189,3435382,3423750,0,0,0,0,2017,2018,1289587,24,57,35,22,703,285,116,255,45,31,70,44,22,29,75,7,40,47,100,48,11,5,54,-160
155,Mason Plumlee,0,0,0,0,0,0,0,0,0,0,1647943,1687138,1757616,2862728,16984879,15189903,16243001,9195172,10086209,9080417,5000000,0,0,0,2017,2019,13666666,27,81,38,43,2148,842,334,623,53,0,6,0,174,300,58,170,435,605,284,134,69,92,226,-1
156,Solomon Hill,0,0,0,0,0,0,0,0,0,0,1582007,1619706,1687288,14395954,14801983,15008415,15374576,2499153,2606136,0,0,0,0,0,2016,2019,12500000,25,59,31,28,866,246,93,208,44,24,74,32,36,42,85,39,127,166,57,33,37,11,68,46
157,Reggie Bullock,0,0,0,0,0,0,0,0,0,0,1458053,1492750,1555074,2773121,3024137,2939721,4627274,4827465,10399938,10012800,10489600,0,0,0,2017,2018,2500000,26,31,13,18,467,141,54,128,42,28,73,38,5,7,71,13,51,64,29,10,18,3,22,55
158,Robert Covington,0,0,0,0,0,0,0,0,0,0,622026,1243212,1241675,1248711,20198941,12304606,13073460,13951772,14151017,12307692,11692308,0,0,0,2014,2017,4928449,23,7,4,3,34,16,6,14,42,4,11,36,0,0,0,2,3,5,0,1,2,0,3,17
159,Matthew Dellavedova,0,0,0,0,0,0,0,0,0,0,622026,1015060,1672879,11811598,11621758,11297350,11114135,2499153,0,2628597,0,0,0,0,2016,2019,9607500,25,76,54,22,1867,569,207,511,40,98,239,41,57,66,86,33,129,162,337,116,44,9,178,381
160,Mike Muscala,0,0,0,0,0,0,0,0,0,0,204902,1015060,1176209,1248711,6048274,5879443,2346715,2624111,3817091,3500000,3500000,0,0,0,2017,2018,5000000,25,70,36,34,1237,435,170,337,50,46,110,41,49,64,76,76,164,240,95,55,30,41,97,-76
161,Seth Curry,0,0,0,0,0,0,0,0,0,0,84155,59709,1176209,3562842,3663330,3286608,8631463,9004889,8951099,8496653,4000000,4000000,0,0,2015,2016,1922638,24,2,2,0,8,0,0,3,0,0,1,0,0,0,0,0,2,2,1,0,0,0,2,-4
162,Seth Curry,0,0,0,0,0,0,0,0,0,0,84155,59709,1176209,3562842,3663330,3286608,8631463,9004889,8951099,8496653,4000000,4000000,0,0,2016,2017,2963205,25,44,17,27,692,299,102,224,45,50,111,45,45,54,83,9,51,60,67,36,22,3,41,-36
163,Bojan Bogdanovic,0,0,0,0,0,0,0,0,0,0,0,4075250,4253372,4392722,12701375,12346830,19665917,20516729,20394174,19550000,20000000,19032850,0,0,2017,2018,10500000,28,81,23,58,2083,1113,376,845,44,144,392,36,217,243,89,37,240,277,111,131,34,7,146,-264
164,Julius Randle,0,0,0,0,0,0,0,0,0,0,0,3726355,3889226,4016644,5019150,10160853,20822735,22809775,21593832,23760000,28226880,30317760,32408640,0,2018,2019,13320500,23,82,35,47,2190,1323,504,904,55,10,45,22,305,425,71,181,473,654,210,213,43,45,274,-81
165,Elfrid Payton,0,0,0,0,0,0,0,0,0,0,0,2981024,3111291,3213197,4030981,3527665,9254549,5479173,2442441,0,0,0,0,0,2019,2020,8000000,25,42,18,24,1250,446,179,412,43,33,105,31,55,74,74,49,171,220,320,112,44,17,81,-69
166,Rodney Hood,0,0,0,0,0,0,0,0,0,0,0,1604191,1674325,1729195,2887281,4083728,6614689,11548505,2442441,0,0,0,0,0,2019,2020,5718000,26,72,29,43,1893,805,292,671,43,84,236,35,137,155,88,25,132,157,126,55,59,12,146,-273
167,Jerami Grant,0,0,0,0,0,0,0,0,0,0,0,1100092,1049289,1205355,1843882,9799071,10811804,21896005,21814678,20955000,27586207,29793104,32000001,34206898,2018,2020,8839743,24,81,48,33,1647,682,244,456,53,32,110,29,162,240,67,86,233,319,57,54,31,77,155,17
168,Joe Harris,0,0,0,0,0,0,0,0,0,0,0,1100092,1049289,1205355,1843882,9799071,8868943,18472446,18929658,18642857,19928571,0,0,0,2016,2017,1252368,24,5,5,0,15,3,1,4,25,1,4,25,0,0,0,0,3,3,2,1,0,0,1,-21
169,Joe Harris,0,0,0,0,0,0,0,0,0,0,0,1100092,1049289,1205355,1843882,9799071,8868943,18472446,18929658,18642857,19928571,0,0,0,2018,2019,8000000,26,78,27,51,1975,846,305,621,49,150,358,41,86,104,82,51,209,260,128,91,35,20,153,-120
170,Spencer Dinwiddie,0,0,0,0,0,0,0,0,0,0,0,870248,1049289,893381,1843882,1947379,12268755,13165244,21064111,19500000,20357143,0,0,0,2016,2017,1125488,23,12,5,7,159,58,19,54,35,1,10,10,19,33,57,4,13,17,22,7,3,0,20,-56
171,Spencer Dinwiddie,0,0,0,0,0,0,0,0,0,0,0,870248,1049289,893381,1843882,1947379,12268755,13165244,21064111,19500000,20357143,0,0,0,2016,2018,1302356,23,12,5,7,159,58,19,54,35,1,10,10,19,33,57,4,13,17,22,7,3,0,20,-56
172,Joe Ingles,0,0,0,0,0,0,0,0,0,0,0,630726,2607518,2581770,16495293,14752057,13250832,11911929,14217427,6479000,11000000,11000000,0,0,2015,2016,2100000,27,79,36,43,1673,396,147,354,41,72,202,35,30,40,75,22,153,175,182,98,72,10,124,-49
173,JaKarr Sampson,0,0,0,0,0,0,0,0,0,0,0,630726,1370247,0,93445,100487,2009561,2164160,0,0,0,0,0,0,2015,2016,1103547,22,74,17,57,1131,386,146,346,42,31,127,24,63,94,67,35,128,163,77,76,38,26,135,-335
174,Glenn Robinson III,0,0,0,0,0,0,0,0,0,0,0,630726,1365843,1291499,1843882,4791746,2178135,1339417,0,0,0,0,0,0,2015,2017,1224935,21,35,2,33,261,73,26,67,38,5,19,26,16,24,66,15,24,39,11,11,6,1,15,27
175,Jordan Clarkson,0,0,0,0,0,0,0,0,0,0,0,630726,1049289,15367680,13986634,14698607,15544750,13218061,13545221,13340000,23487629,14092577,14285714,0,2016,2019,12500000,24,79,17,62,2552,1225,475,1098,43,111,320,34,164,204,80,93,220,313,192,135,88,7,168,-628
176,Dwight Powell,0,0,0,0,0,0,0,0,0,0,0,630726,1049289,10296345,10890673,11325277,11868236,12735458,12083957,11080125,4000000,4000000,4000000,0,2016,2019,9317187,24,69,35,34,992,399,146,296,49,2,16,12,105,142,73,84,189,273,44,40,36,24,118,-81
177,Langston Galloway,0,0,0,0,0,0,0,0,0,0,0,367313,1049289,6392954,8064365,8231220,8483336,2331659,421108,0,0,0,0,0,2017,2019,7000000,25,74,29,45,1494,585,207,545,38,120,308,39,51,64,79,27,129,156,93,46,46,6,96,-60
178,Langston Galloway,0,0,0,0,0,0,0,0,0,0,0,367313,1049289,6392954,8064365,8231220,8483336,2331659,421108,0,0,0,0,0,2016,2017,5933333,24,82,32,50,2033,625,231,588,39,77,224,34,86,114,75,43,245,288,207,61,77,22,177,-104
179,Tyler Johnson,0,0,0,0,0,0,0,0,0,0,0,348753,1049289,6919144,7041715,22630411,211830,2331659,280738,0,0,0,0,0,2016,2019,7719436,24,36,19,17,863,314,118,243,48,27,71,38,51,64,79,28,81,109,79,47,24,14,66,9
180,JaMychal Green,0,0,0,0,0,0,0,0,0,0,0,304228,1049289,1205355,10322387,9485502,5514554,8275379,8942900,8200000,0,0,0,0,2019,2020,4767000,29,65,31,34,1371,611,230,476,48,71,176,40,80,101,79,104,305,409,50,87,45,34,193,-214
181,JaMychal Green,0,0,0,0,0,0,0,0,0,0,0,304228,1049289,1205355,10322387,9485502,5514554,8275379,8942900,8200000,0,0,0,0,2017,2018,8300000,27,77,40,37,2101,689,250,500,50,55,145,37,134,167,80,167,377,544,84,94,47,34,248,-28
182,Jahlil Okafor,0,0,0,0,0,0,0,0,0,0,0,0,5690202,5887468,6042371,1842625,1969467,2164160,2322997,0,0,0,0,0,2018,2019,1634746,22,28,7,21,353,176,77,138,55,1,4,25,21,29,72,21,64,85,12,21,3,18,51,-163
183,Willie Cauley-Stein,0,0,0,0,0,0,0,0,0,0,0,0,4219561,4365847,4480755,5523000,2518952,4712526,4602412,155738,0,0,0,0,2019,2020,2177483,25,81,39,42,2213,965,412,741,55,1,2,50,140,254,55,181,497,678,194,84,96,51,227,54
184,Boban Marjanovic,0,0,0,0,0,0,0,0,0,0,0,0,1490010,6919144,7114294,11160053,4048865,4022888,3817091,4101478,0,0,0,0,2016,2018,7000000,27,54,47,7,508,297,105,174,60,0,0,0,87,114,76,73,121,194,21,29,12,23,54,54
